customer_id,order_date,order_value
72,2023-11-25,164.13
72,2024-01-28,94.45
72,2024-04-02,102.05
73,2023-12-06,109.92
73,2024-03-09,116.8
73,2024-06-11,108.27
73,2024-09-13,90.29
73,2024-12-16,67.74
74,2024-04-18,173.14
74,2024-04-27,181.16
74,2024-05-07,197.91
74,2024-05-17,170.28
74,2024-05-26,184.1
74,2024-06-05,153.56
74,2024-06-15,149.03
74,2024-06-25,172.83
74,2024-07-04,151.33
74,2024-07-14,167.72
74,2024-07-24,134.46
74,2024-08-03,138.95
74,2024-08-12,176.88
74,2024-08-22,183.16
74,2024-09-01,136.35
74,2024-09-10,177.76
74,2024-09-20,147.67
74,2024-09-30,161.4
74,2024-10-10,196.41
74,2024-10-19,181.18
74,2024-10-29,180.89
74,2024-11-08,208.71
74,2024-11-18,143.39
74,2024-11-27,136.34
74,2024-12-07,142.94
74,2024-12-17,154.63
74,2024-12-27,102.13
75,2024-08-11,142.47
75,2024-08-22,118.65
75,2024-09-02,148.41
75,2024-09-14,151.74
75,2024-09-25,114.45
75,2024-10-06,121.34
75,2024-10-18,78.03
75,2024-10-29,106.4
75,2024-11-09,115.1
75,2024-11-21,135.52
75,2024-12-02,110.03
75,2024-12-13,120.83
75,2024-12-25,103.03
76,2024-07-17,172.83
76,2024-08-01,163.08
76,2024-08-17,124.24
76,2024-09-01,147.27
76,2024-09-17,152.59
76,2024-10-03,152.69
76,2024-10-18,164.65
76,2024-11-03,198.41
76,2024-11-18,183.07
76,2024-12-04,138.08
76,2024-12-20,179.73
77,2024-04-01,152.86
78,2024-08-19,106.78
79,2024-06-12,127.92
79,2024-06-24,161.15
79,2024-07-07,144.81
79,2024-07-19,150.05
79,2024-08-01,154.82
80,2023-09-24,55.48
81,2024-07-12,116.95
81,2024-07-28,122.91
81,2024-08-13,128.69
81,2024-08-29,83.53
81,2024-09-14,112.0
81,2024-09-30,155.39
81,2024-10-16,156.49
81,2024-11-01,138.32
81,2024-11-17,122.07
81,2024-12-03,88.51
82,2023-07-10,132.86
82,2023-08-29,144.36
82,2023-10-19,152.78
82,2023-12-08,154.84
82,2024-01-28,161.02
82,2024-03-18,134.2
82,2024-05-08,115.1
83,2024-02-25,224.59
83,2024-05-09,173.54
83,2024-07-23,129.26
83,2024-10-06,143.03
83,2024-12-20,175.08
84,2023-12-13,156.38
84,2024-01-09,173.1
84,2024-02-05,142.89
84,2024-03-04,112.39
84,2024-03-31,167.01
84,2024-04-27,179.6
84,2024-05-25,149.42
84,2024-06-21,161.62
84,2024-07-18,139.62
84,2024-08-15,130.34
84,2024-09-11,177.15
84,2024-10-08,161.17
84,2024-11-05,163.74
84,2024-12-02,189.04
84,2024-12-30,125.11
85,2024-11-03,192.21
85,2024-11-04,225.9
85,2024-11-05,201.63
85,2024-11-07,181.5
85,2024-11-08,207.96
85,2024-11-09,210.58
85,2024-11-11,229.68
85,2024-11-12,216.15
85,2024-11-14,217.85
85,2024-11-15,214.32
85,2024-11-16,201.61
85,2024-11-18,188.41
85,2024-11-19,213.54
85,2024-11-20,197.99
85,2024-11-22,248.56
85,2024-11-23,239.87
85,2024-11-25,222.14
85,2024-11-26,215.78
85,2024-11-27,204.12
85,2024-11-29,174.79
85,2024-11-30,200.91
85,2024-12-01,208.85
85,2024-12-03,212.05
85,2024-12-04,218.06
85,2024-12-06,229.35
85,2024-12-07,189.01
85,2024-12-08,189.24
85,2024-12-10,242.59
85,2024-12-11,225.59
85,2024-12-13,196.55
86,2024-01-04,162.71
86,2024-01-30,214.27
86,2024-02-26,155.64
86,2024-03-23,167.46
86,2024-04-19,108.73
86,2024-05-16,138.77
87,2024-04-13,144.0
88,2024-06-21,157.65
88,2024-07-04,245.53
88,2024-07-18,138.25
88,2024-08-01,230.99
88,2024-08-15,207.33
88,2024-08-28,148.8
88,2024-09-11,218.7
88,2024-09-25,236.32
88,2024-10-09,216.64
88,2024-10-22,222.17
88,2024-11-05,197.25
88,2024-11-19,161.01
88,2024-12-03,224.84
89,2023-08-09,198.08
90,2024-10-22,125.73
90,2024-10-29,134.46
90,2024-11-05,88.86
90,2024-11-12,144.05
90,2024-11-19,139.65
90,2024-11-27,110.92
91,2024-05-15,161.34
92,2024-01-28,189.92
93,2024-03-20,149.22
93,2024-04-21,167.12
93,2024-05-24,139.68
93,2024-06-26,150.01
93,2024-07-29,137.42
93,2024-08-31,125.9
93,2024-10-03,155.14
93,2024-11-05,128.19
93,2024-12-08,151.72
94,2024-01-25,128.18
94,2024-03-09,99.74
94,2024-04-22,150.45
94,2024-06-06,146.67
94,2024-07-20,162.12
94,2024-09-03,127.6
94,2024-10-17,188.27
94,2024-12-01,131.39
95,2024-06-24,84.15
96,2024-10-14,206.15
96,2024-10-20,168.73
96,2024-10-26,236.41
96,2024-11-01,182.34
96,2024-11-08,184.41
96,2024-11-14,227.06
96,2024-11-20,207.6
96,2024-11-26,246.16
96,2024-12-03,197.35
96,2024-12-09,181.21
96,2024-12-15,175.84
96,2024-12-22,144.96
97,2024-11-22,246.29
97,2024-11-22,220.91
97,2024-11-23,251.46
97,2024-11-24,271.1
97,2024-11-25,256.55
97,2024-11-26,249.95
97,2024-11-27,225.86
97,2024-11-28,267.46
97,2024-11-29,167.49
97,2024-11-30,255.35
97,2024-12-01,310.04
97,2024-12-02,208.07
97,2024-12-03,239.75
97,2024-12-04,245.59
97,2024-12-05,234.22
97,2024-12-06,271.69
97,2024-12-07,257.6
97,2024-12-08,249.59
97,2024-12-09,265.72
97,2024-12-10,246.2
97,2024-12-11,325.28
97,2024-12-12,249.57
97,2024-12-13,250.67
97,2024-12-14,203.02
97,2024-12-15,232.2
97,2024-12-16,274.47
97,2024-12-17,212.4
97,2024-12-18,191.84
97,2024-12-19,246.59
97,2024-12-20,280.05
97,2024-12-21,246.84
97,2024-12-22,237.38
98,2024-11-04,234.62
98,2024-11-06,173.55
98,2024-11-09,246.45
98,2024-11-12,237.23
98,2024-11-15,246.4
98,2024-11-17,232.68
98,2024-11-20,234.43
98,2024-11-23,231.11
98,2024-11-26,239.8
98,2024-11-28,172.62
98,2024-12-01,180.56
98,2024-12-04,199.69
98,2024-12-07,214.84
98,2024-12-09,227.79
98,2024-12-12,226.21
98,2024-12-15,246.02
98,2024-12-18,246.8
98,2024-12-21,196.28
99,2024-06-03,64.1
100,2024-02-16,65.06
101,2024-02-03,192.44
102,2024-02-17,195.28
102,2024-03-27,151.35
102,2024-05-05,157.71
102,2024-06-13,184.07
102,2024-07-22,168.6
102,2024-08-30,152.62
102,2024-10-08,181.74
102,2024-11-16,217.44
102,2024-12-25,161.91
103,2024-04-15,125.68
104,2023-05-08,105.43
104,2023-08-22,114.27
104,2023-12-06,130.92
104,2024-03-22,142.47
105,2023-10-29,158.24
105,2023-12-30,210.81
105,2024-03-01,204.6
106,2024-05-09,209.81
107,2024-08-27,218.58
107,2024-09-20,166.89
107,2024-10-15,142.37
107,2024-11-09,172.02
107,2024-12-04,150.01
108,2024-04-10,220.27
108,2024-04-17,218.61
108,2024-04-25,204.0
108,2024-05-02,224.29
108,2024-05-10,213.98
108,2024-05-17,202.77
108,2024-05-25,275.35
108,2024-06-02,239.7
108,2024-06-09,242.35
108,2024-06-17,250.13
108,2024-06-24,247.32
108,2024-07-02,217.71
108,2024-07-09,234.86
108,2024-07-17,221.32
108,2024-07-25,239.0
108,2024-08-01,236.58
108,2024-08-09,218.47
108,2024-08-16,194.81
108,2024-08-24,231.7
108,2024-08-31,222.93
108,2024-09-08,180.78
108,2024-09-16,240.73
108,2024-09-23,252.17
108,2024-10-01,291.25
108,2024-10-08,218.26
108,2024-10-16,214.57
108,2024-10-23,200.31
108,2024-10-31,233.26
108,2024-11-08,233.1
108,2024-11-15,207.76
108,2024-11-23,223.67
108,2024-11-30,178.57
108,2024-12-08,251.2
108,2024-12-16,208.77
109,2024-08-02,74.57
110,2023-09-19,175.22
111,2024-01-22,196.04
111,2024-03-03,208.13
111,2024-04-13,186.22
111,2024-05-24,171.06
111,2024-07-05,197.21
111,2024-08-15,198.81
111,2024-09-25,188.2
111,2024-11-05,135.62
111,2024-12-17,150.94
112,2024-10-21,201.81
112,2024-10-25,206.27
112,2024-10-30,203.37
112,2024-11-03,203.53
112,2024-11-08,147.46
112,2024-11-12,185.45
112,2024-11-17,158.2
112,2024-11-21,132.16
112,2024-11-26,166.2
113,2024-04-13,309.93
114,2024-02-13,227.87
114,2024-03-11,224.0
114,2024-04-08,191.45
114,2024-05-05,251.2
114,2024-06-02,210.88
114,2024-06-30,207.26
114,2024-07-27,255.46
114,2024-08-24,252.39
114,2024-09-21,251.74
114,2024-10-18,214.38
114,2024-11-15,222.16
114,2024-12-13,221.94
115,2023-04-01,266.51
115,2023-09-05,239.57
115,2024-02-10,211.27
116,2023-12-13,273.19
116,2024-02-24,252.91
116,2024-05-08,223.88
117,2023-04-06,188.89
117,2023-06-18,189.41
117,2023-08-31,179.33
117,2023-11-13,169.85
117,2024-01-26,173.99
118,2024-02-17,182.13
119,2024-01-08,201.07
120,2023-10-31,267.08
121,2023-09-24,227.66
122,2024-02-08,205.77
122,2024-02-28,213.63
122,2024-03-19,194.98
122,2024-04-08,196.27
122,2024-04-28,245.01
122,2024-05-18,270.09
122,2024-06-08,172.22
122,2024-06-28,170.84
122,2024-07-18,178.4
122,2024-08-07,199.75
122,2024-08-27,224.73
122,2024-09-17,217.11
122,2024-10-07,206.63
122,2024-10-27,215.55
122,2024-11-16,185.03
122,2024-12-06,196.23
122,2024-12-27,201.83
123,2024-11-02,134.26
123,2024-11-06,121.29
123,2024-11-11,130.44
123,2024-11-16,69.17
123,2024-11-20,78.07
123,2024-11-25,131.74
123,2024-11-30,45.69
123,2024-12-04,145.78
123,2024-12-09,69.58
123,2024-12-14,136.24
124,2024-11-23,322.16
124,2024-11-23,185.13
124,2024-11-24,259.34
124,2024-11-25,196.75
124,2024-11-26,252.63
124,2024-11-27,236.79
124,2024-11-28,245.2
124,2024-11-28,219.16
124,2024-11-29,261.47
124,2024-11-30,205.75
124,2024-12-01,273.0
124,2024-12-02,231.72
124,2024-12-03,206.89
124,2024-12-03,281.83
124,2024-12-04,240.27
124,2024-12-05,289.65
124,2024-12-06,272.49
124,2024-12-07,222.0
124,2024-12-08,239.83
124,2024-12-08,244.98
124,2024-12-09,280.11
124,2024-12-10,252.89
124,2024-12-11,246.36
124,2024-12-12,236.96
124,2024-12-13,240.69
124,2024-12-13,274.57
124,2024-12-14,242.05
124,2024-12-15,232.08
124,2024-12-16,227.84
124,2024-12-17,228.11
124,2024-12-18,206.9
124,2024-12-19,223.2
125,2024-05-25,185.21
126,2024-08-11,155.01
126,2024-09-13,171.57
126,2024-10-16,154.65
126,2024-11-18,113.95
126,2024-12-22,190.11
127,2024-09-19,116.43
127,2024-09-27,103.84
127,2024-10-05,146.18
127,2024-10-14,180.92
127,2024-10-22,145.66
127,2024-10-31,106.01
127,2024-11-08,146.21
127,2024-11-17,139.25
127,2024-11-25,162.18
127,2024-12-04,155.75
128,2024-08-25,186.27
128,2024-08-28,217.1
128,2024-09-01,232.08
128,2024-09-05,180.79
128,2024-09-09,239.42
128,2024-09-13,240.89
128,2024-09-17,222.98
128,2024-09-20,200.12
128,2024-09-24,197.33
128,2024-09-28,247.46
128,2024-10-02,184.03
128,2024-10-06,248.42
128,2024-10-10,217.68
128,2024-10-13,219.41
128,2024-10-17,179.11
128,2024-10-21,218.14
128,2024-10-25,237.15
128,2024-10-29,188.4
128,2024-11-02,234.28
128,2024-11-05,224.03
128,2024-11-09,205.72
128,2024-11-13,243.18
128,2024-11-17,166.75
128,2024-11-21,230.48
128,2024-11-25,262.3
128,2024-11-28,257.81
128,2024-12-02,231.55
128,2024-12-06,214.27
128,2024-12-10,205.91
128,2024-12-14,214.24
128,2024-12-18,235.4
129,2024-06-20,184.89
130,2024-09-07,76.05
130,2024-09-17,129.08
130,2024-09-28,108.17
130,2024-10-08,131.59
130,2024-10-19,96.33
130,2024-10-29,130.43
130,2024-11-09,105.71
130,2024-11-19,91.36
130,2024-11-30,99.64
130,2024-12-10,79.74
130,2024-12-21,159.4
131,2024-06-12,92.69
132,2023-10-11,193.5
133,2024-05-30,136.36
133,2024-06-16,164.96
133,2024-07-03,132.73
133,2024-07-21,139.98
133,2024-08-07,141.87
133,2024-08-24,95.06
133,2024-09-11,99.8
133,2024-09-28,96.79
133,2024-10-15,90.58
133,2024-11-02,143.77
133,2024-11-19,131.14
133,2024-12-06,125.87
133,2024-12-24,59.07
134,2024-08-28,354.62
135,2024-07-03,112.43
135,2024-07-11,176.56
135,2024-07-20,139.97
135,2024-07-28,140.68
135,2024-08-06,133.19
135,2024-08-15,186.94
135,2024-08-23,185.29
135,2024-09-01,212.8
135,2024-09-10,150.36
135,2024-09-18,172.97
135,2024-09-27,135.27
135,2024-10-06,159.13
135,2024-10-14,154.53
135,2024-10-23,179.12
135,2024-11-01,192.93
135,2024-11-09,192.28
135,2024-11-18,146.43
135,2024-11-27,192.47
135,2024-12-05,166.4
135,2024-12-14,159.39
135,2024-12-23,149.79
136,2024-07-07,141.24
137,2023-08-12,225.41
138,2024-03-18,120.8
138,2024-03-24,129.8
138,2024-03-30,108.63
138,2024-04-06,137.13
138,2024-04-12,162.46
138,2024-04-18,93.32
138,2024-04-25,97.95
139,2024-12-09,232.49
139,2024-12-09,207.57
139,2024-12-09,206.14
139,2024-12-10,175.92
139,2024-12-10,175.37
139,2024-12-11,146.24
139,2024-12-11,202.07
139,2024-12-12,194.8
139,2024-12-12,214.68
139,2024-12-13,177.26
139,2024-12-13,178.98
139,2024-12-13,186.78
139,2024-12-14,204.83
139,2024-12-14,145.77
139,2024-12-15,200.93
139,2024-12-15,182.02
139,2024-12-16,156.06
139,2024-12-16,130.41
139,2024-12-17,179.12
139,2024-12-17,218.72
139,2024-12-18,224.4
139,2024-12-18,191.41
139,2024-12-18,231.58
139,2024-12-19,181.45
139,2024-12-19,206.36
139,2024-12-20,171.25
139,2024-12-20,169.66
139,2024-12-21,165.59
139,2024-12-21,131.01
139,2024-12-22,214.71
139,2024-12-22,166.49
139,2024-12-23,162.49
140,2024-06-03,211.83
141,2024-06-07,71.49
142,2024-01-24,121.87
143,2024-01-12,172.42
144,2023-12-07,229.56
145,2024-02-28,181.15
145,2024-03-23,101.82
145,2024-04-17,140.16
145,2024-05-11,117.96
145,2024-06-05,190.77
145,2024-06-29,154.1
145,2024-07-24,128.8
145,2024-08-17,148.85
145,2024-09-11,82.81
145,2024-10-05,120.87
145,2024-10-30,148.91
145,2024-11-23,169.14
145,2024-12-18,99.46
146,2024-10-11,144.0
146,2024-10-16,186.02
146,2024-10-21,181.94
146,2024-10-27,223.15
146,2024-11-01,174.54
146,2024-11-07,176.0
146,2024-11-12,201.66
146,2024-11-18,147.13
146,2024-11-23,174.77
146,2024-11-29,168.9
146,2024-12-04,176.82
146,2024-12-10,201.5
147,2024-03-29,138.5
148,2024-01-03,133.75
149,2023-12-11,232.75
149,2023-12-22,178.12
149,2024-01-03,223.13
149,2024-01-15,181.95
149,2024-01-27,181.84
149,2024-02-07,227.81
149,2024-02-19,222.33
149,2024-03-02,202.7
149,2024-03-14,216.51
149,2024-03-26,190.27
149,2024-04-06,197.27
149,2024-04-18,180.94
149,2024-04-30,220.08
149,2024-05-12,180.14
149,2024-05-23,234.61
149,2024-06-04,189.58
149,2024-06-16,197.99
149,2024-06-28,216.45
149,2024-07-10,198.08
149,2024-07-21,190.03
149,2024-08-02,196.73
149,2024-08-14,219.83
149,2024-08-26,180.91
149,2024-09-06,194.32
149,2024-09-18,197.74
149,2024-09-30,219.09
149,2024-10-12,194.98
149,2024-10-24,242.69
149,2024-11-04,193.57
149,2024-11-16,191.54
149,2024-11-28,193.2
149,2024-12-10,164.56
149,2024-12-22,171.56
150,2023-11-30,199.61
150,2023-12-10,188.32
150,2023-12-21,231.1
150,2024-01-01,239.21
150,2024-01-11,231.82
150,2024-01-22,179.11
150,2024-02-02,188.05
151,2024-10-07,89.34
152,2024-05-17,185.7
152,2024-06-12,203.38
152,2024-07-08,151.21
152,2024-08-03,180.53
152,2024-08-29,152.36
152,2024-09-24,155.63
152,2024-10-20,166.14
152,2024-11-15,192.15
152,2024-12-11,172.17
153,2023-08-21,112.42
154,2024-07-23,243.28
154,2024-08-03,240.19
154,2024-08-14,254.59
154,2024-08-25,194.54
154,2024-09-05,258.68
154,2024-09-17,322.8
154,2024-09-28,242.19
154,2024-10-09,242.28
154,2024-10-20,263.85
154,2024-10-31,286.39
154,2024-11-12,269.63
154,2024-11-23,191.37
154,2024-12-04,259.34
154,2024-12-15,309.55
154,2024-12-27,260.82
155,2024-04-07,164.89
156,2024-07-18,99.88
156,2024-08-05,107.66
156,2024-08-23,158.48
156,2024-09-10,123.91
156,2024-09-28,107.34
156,2024-10-16,92.69
156,2024-11-03,74.53
156,2024-11-21,90.04
156,2024-12-10,124.12
157,2023-07-17,278.08
158,2023-08-15,118.49
158,2023-11-18,170.25
158,2024-02-21,197.92
158,2024-05-27,101.43
159,2023-07-12,219.76
159,2023-09-11,236.13
159,2023-11-11,207.55
159,2024-01-11,219.35
159,2024-03-12,249.61
